,loss,val_loss,auc,val_auc,epoch
38,0.11155858318175166,0.6655518101737988,0.9963358803767868,0.8604773604773605,38
39,0.1824726470738403,0.581496692897863,0.9942170037107788,0.8632853632853633,39
40,0.15774877874319218,0.6102900297831226,0.9920418615374482,0.8486310986310986,40
41,0.13887702311612357,0.5662289617077404,0.9957759699624531,0.8711828711828712,41
42,0.11031402949212997,0.691031193101643,0.9976807632347452,0.8553001053001053,42
43,0.12488749511232061,0.675923568622166,0.9957293107612586,0.8581958581958581,43
44,0.13003812082542862,0.6507328518277762,0.9928268339810729,0.8460863460863461,44
45,0.12078514564628444,0.5869351032849969,0.9956291307116352,0.8693401193401193,45
46,0.10496327383212807,0.6792908809240291,0.9973239575785521,0.8461740961740962,46
47,0.11270885941657154,0.6691548465103503,0.9974968710888611,0.8626711126711126,47
48,0.10066742525120412,0.69584144069659,0.9972622027534418,0.8621446121446121,48
49,0.12251684354725947,0.6931427288923832,0.9957183321256834,0.8606528606528606,49
50,0.10531128298891478,0.6384736284712292,0.9978742616867575,0.8660933660933661,50
51,0.08720489832734274,0.6972009491742841,0.9979524844652307,0.8678483678483678,51
52,0.10247767942010864,0.7079683145545176,0.9977740816371341,0.8557388557388557,52
53,0.09259093475859027,0.6782669734382472,0.9973884570625563,0.871095121095121,53
54,0.09161754908147922,0.8101749968844534,0.9977246777770459,0.8144085644085644,54
55,0.08766259817052478,0.7632117261555021,0.9990078058098939,0.8517023517023516,55
56,0.07388676923414893,0.7360355361605322,0.998690797707661,0.8662688662688662,56
57,0.07757343265481971,0.7533935306482757,0.9983092901214237,0.8607406107406107,57
58,0.08050376025975244,0.7796162278052198,0.9983792789232154,0.8634608634608635,58
59,0.08018426989967173,0.7349675569115885,0.998781371451156,0.8519656019656019,59
60,0.06797050702547239,0.7377325769094442,0.9979236655468459,0.8651281151281152,60
61,0.08673678348379686,0.8631953610884433,0.9989021364424829,0.86003861003861,61
62,0.08667904375013241,0.7078762947526199,0.9981295149638804,0.8487188487188486,62
63,0.07076959030564166,0.7172203209029128,0.9985686603868871,0.8677606177606177,63
64,0.06651748950816383,0.7588512193880333,0.9986482554948072,0.8662688662688662,64
65,0.08006679639220238,0.9217465109383034,0.9982900775091672,0.8523166023166023,65
66,0.07587596622010893,0.7590429165110683,0.9979511121357837,0.8610916110916111,66
67,0.07242275049124867,0.807341871277386,0.9990160397865753,0.8500351000351001,67
68,0.0568647783157254,0.7834177860953161,0.9989940825154249,0.8531941031941033,68
69,0.06770669423844203,0.785574140138184,0.9991285708012209,0.8601263601263601,69
70,0.05564745639966539,0.786622397058847,0.998926838372527,0.868989118989119,70
71,0.0522819675135711,0.792930913385966,0.9989199767252926,0.8660933660933661,71
72,0.05078784892381715,0.8754155547018873,0.9987717651450279,0.8489820989820991,72
73,0.06622374163678856,0.8988446190657206,0.9989419339964429,0.8653036153036152,73
74,0.11693533038304857,0.9097450867492631,0.9972635750828887,0.8625833625833625,74
75,0.1482143947531369,0.6200688005677911,0.9971386931032211,0.8696911196911197,75
76,0.08314681555613998,0.677994079641159,0.9987045210021299,0.8757458757458757,76
77,0.06780802735612412,0.6933423100125711,0.9988252859934568,0.8622323622323622,77
