,task_name,seed,split,test_metric,test_performance,model
3,BACE,64,scaffold,ROC_AUC,0.92,MolMapNet-OOTB
4,BACE,128,scaffold,ROC_AUC,0.7868430397727272,MolMapNet-OOTB
5,BACE,256,scaffold,ROC_AUC,0.8262885678616015,MolMapNet-OOTB
6,BACE,512,scaffold,ROC_AUC,0.9424019607843136,MolMapNet-OOTB
7,BACE,1024,scaffold,ROC_AUC,0.9021555763823804,MolMapNet-OOTB
8,BACE,2048,scaffold,ROC_AUC,0.9275261324041812,MolMapNet-OOTB
9,BACE,4096,scaffold,ROC_AUC,0.8487491190979564,MolMapNet-OOTB
0,Tox21,2,scaffold,ROC_AUC,0.8659433153066486,MolMapNet-OPT
1,Tox21,16,scaffold,ROC_AUC,0.8445322508740731,MolMapNet-OPT
2,Tox21,32,scaffold,ROC_AUC,0.84777379868677,MolMapNet-OPT
3,Tox21,64,scaffold,ROC_AUC,0.851528729763461,MolMapNet-OPT
4,Tox21,128,scaffold,ROC_AUC,0.8348341244498444,MolMapNet-OPT
5,Tox21,256,scaffold,ROC_AUC,0.8536604021077522,MolMapNet-OPT
6,Tox21,512,scaffold,ROC_AUC,0.8453682650533689,MolMapNet-OPT
7,Tox21,1024,scaffold,ROC_AUC,0.8562701078096149,MolMapNet-OPT
8,Tox21,2048,scaffold,ROC_AUC,0.8488653132731835,MolMapNet-OPT
9,Tox21,4096,scaffold,ROC_AUC,0.8422800568534369,MolMapNet-OPT
0,Tox21,2,scaffold,ROC_AUC,0.8623831292677568,MolMapNet-OOTB
1,Tox21,16,scaffold,ROC_AUC,0.8452758028231839,MolMapNet-OOTB
2,Tox21,32,scaffold,ROC_AUC,0.8448752404318475,MolMapNet-OOTB
3,Tox21,64,scaffold,ROC_AUC,0.8477778058371425,MolMapNet-OOTB
4,Tox21,128,scaffold,ROC_AUC,0.8311982861611134,MolMapNet-OOTB
5,Tox21,256,scaffold,ROC_AUC,0.8531266474015071,MolMapNet-OOTB
6,Tox21,512,scaffold,ROC_AUC,0.8313674585802762,MolMapNet-OOTB
7,Tox21,1024,scaffold,ROC_AUC,0.8587453367610357,MolMapNet-OOTB
8,Tox21,2048,scaffold,ROC_AUC,0.8459613253374766,MolMapNet-OOTB
9,Tox21,4096,scaffold,ROC_AUC,0.833622522597293,MolMapNet-OOTB
